objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
hc_0001,,to father,Horace Comstock,1943-01-09,,Letter to father from infantry training.,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,record,compound_object,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,compound_object,,,,,
hc_0002,hc_0001,to father,Horace Comstock,1943-01-09,,Letter to father from infantry training.,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpeg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/full/0001_full.jpg,https://storage.googleapis.com/horace-comstock/images/small/0001_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0001_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0001.txt
hc_0003,hc_0001,to father,Horace Comstock,1943-01-09,,Letter to father from infantry training.,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpeg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/full/0002_full.jpg,https://storage.googleapis.com/horace-comstock/images/small/0002_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0002_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0002.txt
hc_0004,hc_0001,to father,Horace Comstock,1943-01-09,,Letter to father from infantry training.,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpeg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0003_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0003_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0003_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0003.txt
hc_0005,hc_0304,Solo Slip,Horace Comstock,1943-02-19,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0004_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0004_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0004_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0004.txt
hc_0006,hc_0304,Solo Slip,Horace Comstock,1943-02-19,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0005_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0005_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0005_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0005.txt
hc_0007,hc_0305,to family,Horace Comstock,1943-01-09,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0006_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0006_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0006_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0006.txt
hc_0008,hc_0305,to family,Horace Comstock,1943-01-09,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0007_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0007_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0007_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0007.txt
hc_0009,hc_0305,to family,Horace Comstock,1943-01-09,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0008_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0008_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0008_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0008.txt
hc_0010,hc_0305,to family,Horace Comstock,1943-01-09,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0009_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0009_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0009_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0009.txt
hc_0011,hc_0306,to father,Horace Comstock,1943-01-09,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0010_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0010_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0010_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0010.txt
hc_0012,hc_0306,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",29.424349,-98.491142,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0011_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0011_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0011_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0011.txt
hc_0013,hc_0307,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0012_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0012_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0012_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0012.txt
hc_0014,hc_0307,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0013_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0013_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0013_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0013.txt
hc_0015,hc_0307,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0014_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0014_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0014_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0014.txt
hc_0016,hc_0307,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0015_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0015_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0015_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0015.txt
hc_0017,hc_0308,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0016_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0016_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0016_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0016.txt
hc_0018,hc_0308,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0017_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0017_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0017_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0017.txt
hc_0019,hc_0308,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0018_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0018_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0018_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0018.txt
hc_0020,hc_0308,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",34.17702662,-91.93662273,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0019_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0019_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0019_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0019.txt
hc_0021,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0020_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0020_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0020_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0020.txt
hc_0022,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0021_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0021_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0021_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0021.txt
hc_0023,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0022_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0022_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0022_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0022.txt
hc_0024,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0023_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0023_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0023_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0023.txt
hc_0025,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0024_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0024_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0024_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0024.txt
hc_0026,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0025_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0025_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0025_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0025.txt
hc_0027,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0026_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0026_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0026_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0026.txt
hc_0028,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0027_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0027_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0027_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0027.txt
hc_0029,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0028_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0028_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0028_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0028.txt
hc_0030,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0029_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0029_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0029_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0029.txt
hc_0031,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0030_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0030_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0030_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0030.txt
hc_0032,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0031_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0031_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0031_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0031.txt
hc_0033,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0032_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0032_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0032_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0032.txt
hc_0034,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0033_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0033_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0033_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0033.txt
hc_0035,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0034_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0034_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0034_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0034.txt
hc_0036,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0035_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0035_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0035_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0035.txt
hc_0037,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0036_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0036_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0036_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0036.txt
hc_0038,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0037_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0037_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0037_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0037.txt
hc_0039,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0038_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0038_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0038_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0038.txt
hc_0040,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0039_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0039_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0039_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0039.txt
hc_0041,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0040_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0040_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0040_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0040.txt
hc_0042,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0041_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0041_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0041_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0041.txt
hc_0043,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0042_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0042_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0042_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0042.txt
hc_0044,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0043_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0043_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0043_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0043.txt
hc_0045,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0044_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0044_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0044_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0044.txt
hc_0046,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0045_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0045_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0045_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0045.txt
hc_0047,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0046_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0046_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0046_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0046.txt
hc_0048,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0047_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0047_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0047_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0047.txt
hc_0049,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0048_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0048_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0048_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0048.txt
hc_0050,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0049_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0049_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0049_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0049.txt
hc_0051,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0050_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0050_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0050_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0050.txt
hc_0052,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0051_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0051_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0051_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0051.txt
hc_0053,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0052_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0052_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0052_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0052.txt
hc_0054,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0053_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0053_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0053_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0053.txt
hc_0055,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0054_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0054_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0054_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0054.txt
hc_0056,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0055_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0055_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0055_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0055.txt
