objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
hc_0250,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0249_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0249_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0249_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0249.txt
hc_0251,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0250_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0250_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0250_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0250.txt
hc_0252,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0251_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0251_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0251_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0251.txt
hc_0253,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0252_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0252_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0252_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0252.txt
hc_0254,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0253_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0253_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0253_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0253.txt
hc_0255,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0254_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0254_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0254_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0254.txt
hc_0256,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0255_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0255_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0255_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0255.txt
hc_0257,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0256_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0256_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0256_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0256.txt
hc_0258,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0257_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0257_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0257_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0257.txt
hc_0259,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0258_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0258_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0258_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0258.txt
hc_0260,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0259_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0259_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0259_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0259.txt
hc_0261,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0260_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0260_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0260_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0260.txt
hc_0262,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0261_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0261_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0261_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0261.txt
hc_0263,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0262_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0262_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0262_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0262.txt
hc_0264,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0263_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0263_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0263_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0263.txt
hc_0265,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0264_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0264_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0264_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0264.txt
hc_0266,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0265_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0265_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0265_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0265.txt
hc_0267,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0266_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0266_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0266_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0266.txt
hc_0268,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0267_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0267_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0267_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0267.txt
hc_0269,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0268_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0268_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0268_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0268.txt
hc_0270,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0269_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0269_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0269_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0269.txt
hc_0271,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0270_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0270_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0270_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0270.txt
hc_0272,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0271_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0271_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0271_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0271.txt
hc_0273,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0272_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0272_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0272_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0272.txt
hc_0274,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0273_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0273_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0273_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0273.txt
hc_0275,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0274_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0274_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0274_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0274.txt
hc_0276,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0275_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0275_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0275_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0275.txt
hc_0277,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0276_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0276_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0276_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0276.txt
hc_0278,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0277_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0277_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0277_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0277.txt
hc_0279,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0278_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0278_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0278_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0278.txt
hc_0280,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0279_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0279_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0279_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0279.txt
hc_0281,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0280_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0280_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0280_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0280.txt
hc_0282,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0281_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0281_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0281_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0281.txt
hc_0283,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0282_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0282_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0282_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0282.txt
hc_0284,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0283_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0283_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0283_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0283.txt
hc_0285,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0284_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0284_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0284_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0284.txt
hc_0286,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0285_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0285_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0285_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0285.txt
hc_0287,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0286_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0286_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0286_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0286.txt
hc_0288,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0287_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0287_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0287_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0287.txt
hc_0289,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0288_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0288_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0288_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0288.txt
hc_0290,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0289_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0289_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0289_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0289.txt
hc_0291,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0290_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0290_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0290_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0290.txt
hc_0292,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0291_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0291_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0291_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0291.txt
hc_0293,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0292_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0292_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0292_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0292.txt
hc_0294,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0293_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0293_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0293_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0293.txt
hc_0295,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0294_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0294_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0294_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0294.txt
hc_0296,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0295_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0295_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0295_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0295.txt
hc_0297,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0296_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0296_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0296_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0296.txt
hc_0298,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0297_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0297_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0297_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0297.txt
hc_0299,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0298_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0298_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0298_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0298.txt
hc_0300,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0299_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0299_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0299_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0299.txt
hc_0301,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0300_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0300_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0300_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0300.txt
hc_0302,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0301_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0301_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0301_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0301.txt
hc_0303,,,Horace Comstock,,,,war; WWII; Army; correspondence; fighter pilot,,,,letter,,Image;StillImage,image/jpg,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,image,https://storage.googleapis.com/horace-comstock/images/half/0302_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0302_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0302_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0302.txt
hc_0304,,Solo slip,Horace Comstock,1943-02-19,,"""Solo Slip"" training checklist",war; WWII; Army; training documentation; fighter pilot,"Pine Bluff, Arkansas",,,letter,,record,compound_object,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,compound_object,https://storage.googleapis.com/horace-comstock/images/half/0302_half.jpg,https://storage.googleapis.com/horace-comstock/images/small/0302_sm.jpg,https://storage.googleapis.com/horace-comstock/images/thumb/0302_th.jpg,,https://storage.googleapis.com/horace-comstock/images/text/0302.txt
hc_0305,,to family,Horace Comstock,1943-01-09,,Letter to family,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",,,letter,,record,compound_object,eng,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,,compound_object,,,,,
hc_0306,,to father,Horace Comstock,1943-01-15,,Letter to father,war; WWII; Army; correspondence; fighter pilot,"San Antonio, Texas",,,letter,,record,compound_object,eng,CC BY-NC-ND,,,compound_object,,,,,
hc_0307,,to mother,Horace Comstock,1943-01-29,,Letter to mother,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",,,letter,,record,compound_object,eng,CC BY-NC-ND,,,compound_object,,,,,
hc_0308,,to father,Horace Comstock,1943-02-19,,Letter to father,war; WWII; Army; correspondence; fighter pilot,"Pine Bluff, Arkansas",,,letter,,record,compound_object,eng,CC BY-NC-ND,,,compound_object,,,,,
